Year,Week,Current_Week_Min_Price,Current_Week_Max_Price,Current_Week_Mean_Price,Current_Week_Std_Price,Price_Range_Week,Forecast_Temp_Mean_Next_Week,Forecast_Temp_Min_Next_Week,Forecast_Temp_Max_Next_Week,Forecast_Rain_Sum_Next_Week,Forecast_Humidity_Mean_Next_Week,Forecast_Wind_Mean_Next_Week,Forecast_Sunshine_Sum_Next_Week,Target_Next_Week_Mean_Price,Target_Next_Week_Min_Price,Target_Next_Week_Max_Price,Rolling_3W_Mean,Rolling_3W_Std,Pct_Change_Last_Week,Price_Trend_Slope_3W,Past_3W_Temp_Mean,Past_3W_Temp_Std,Past_3W_Rain_Sum,Past_3W_Humidity_Mean,Past_3W_Wind_Mean,Past_3W_Sunshine_Sum,Temp_Anomaly,Rain_Anomaly,Volatility_Rain_Interaction,Next_Week_Month,Is_Monsoon_Next_Week,Is_Harvest_Season_Next_Week,Is_Festive_Week_Next_Week,Price_Direction,Pct_Change_Week,Lag_1W_Price,Lag_2W_Price,Price_Velocity,Price_Acceleration,Momentum_Strength,Heat_Stress_Days_Next_Week,Cold_Stress_Days_Next_Week,Heavy_Rain_Indicator_Next_Week,Drought_Indicator_Next_Week,Temp_Volatility_Next_Week,Humidity_Volatility_Next_Week,Price_Position_Ratio,Resistance_Level,Support_Level,Near_Resistance,Near_Support,Market_Activity,Activity_Change,Data_Quality_Flag,Variety_Deshi,Variety_Hybrid,Variety_Local,Variety_Other,Variety_Tomato,Market_Alipurduar,Market_Asansol,Market_Balarampur,Market_Balurghat,Market_Barasat,Market_Baxirhat,Market_Belacoba,Market_Birbhum,Market_Bolpur,Market_Burdwan,Market_Chakdah,Market_Champadanga,Market_Coochbehar,Market_Darjeeling,Market_Dhupguri,Market_Diamond Harbour(South 24-pgs),Market_Dinhata,Market_Durgapur,Market_Egra/contai,Market_Falakata,Market_Gangarampur(Dakshin_Dinajpur),Market_Garbeta(Medinipur),Market_Ghatal,Market_Habra,Market_Haldibari,Market_Jalpaiguri Sadar,Market_Kalimpong,Market_Kalipur,Market_Kalna,Market_Karsiyang(Matigara),Market_Khatra,Market_Medinipur(West),Market_Mekhliganj,Market_Memari,Market_Moynaguri,Market_Pandua,Market_Pundibari,Market_Purulia,Market_Ramkrishanpur(Howrah),Market_Ranaghat,Market_Sainthia,Market_Sealdah Koley Market,Market_Sheoraphuly,Market_Siliguri,Market_Toofanganj,Market_Uluberia,District_Alipurduar,District_Bankura,District_Birbhum,District_Coochbehar,District_Dakshin_Dinajpur,District_Darjeeling,District_Hooghly,District_Howrah,District_Jalpaiguri,District_Kalimpong,District_Kolkata,District_Medinipur(E),District_Medinipur(W),District_Nadia,District_North 24 Parganas,District_Paschim Bardhaman,District_Purba Bardhaman,District_Puruliya,District_South 24 Parganas
2025,27,3200,3800,3450.0,50.0,600,29.85,26.2,34.7,0.0,80.5,8.3,82916.86,3550.0,2800.0,4500.0,3475.0,0.0,0.0,0.0,29.85,0.0,0.0,81.625,7.4125,118006.175,0.0,0.0,0.0,7,1,0,0,1,0.724638,3500.0,3450.0,0.0,0.0,0.0,0,0,0,0,8.5,0.0,-3.0,3450.0,3450.0,1,1,3,0.0,0.357143,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,28,2800,4500,3550.0,919.238816,1700,29.85,27.1,33.3,0.0,85.0,4.75,70178.63,5300.0,4500.0,6000.0,3450.0,0.0,2.898551,0.0,29.85,0.0,0.0,80.5,8.3,82916.86,0.0,0.0,0.0,7,1,0,0,0,-36.619718,3450.0,3450.0,0.0,0.0,0.0,0,0,0,0,6.2,3.181981,3.0,3550.0,3450.0,1,1,2,-0.333333,0.285714,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,1,2000,2300,2116.666667,40.824829,300,16.166667,8.8,26.3,0.0,75.833333,3.633333,208945.65,2550.0,2100.0,3000.0,3218.061747,0.0,0.0,0.0,25.335008,0.0,23.189362,79.23827,4.566626,595194.241702,-9.168341,-23.189362,0.0,1,0,0,0,1,0.674916,3229.566869,3225.373299,0.0,0.0,0.0,0,1,0,0,17.5,0.0,-3.0,2116.666667,2116.666667,1,1,6,0.0,0.857143,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,2,2100,3000,2550.0,258.843582,900,15.216667,7.4,23.0,0.0,82.5,2.816667,185023.76,2066.666667,1500.0,2900.0,2116.666667,0.0,20.472441,0.0,16.166667,0.0,0.0,75.833333,3.633333,208945.65,-0.95,0.0,0.0,1,0,0,0,1,3.473389,2116.666667,3225.373299,0.0,0.0,0.0,0,1,0,0,15.6,4.714045,3.0,2550.0,2116.666667,1,0,6,0.0,0.857143,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,3,1500,2900,2066.666667,578.503817,1400,18.266667,12.0,26.3,0.0,71.666667,3.166667,105343.61,1833.333333,1500.0,2100.0,2333.333333,306.412939,-18.954248,0.0,15.691667,0.671751,0.0,79.166667,3.225,393969.41,2.575,0.0,0.0,1,0,0,0,0,-6.082949,2550.0,2116.666667,0.0,0.0,0.0,0,0,0,0,14.3,5.464532,-0.870285,2550.0,2066.666667,0,1,6,0.0,0.642857,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,4,1500,2100,1833.333333,208.1666,600,19.32,13.7,26.1,0.0,82.2,4.24,176113.7,1820.0,1600.0,2000.0,2244.444444,265.797194,-11.290323,-25.0,16.55,1.560716,0.0,76.666667,3.205556,499313.02,2.77,0.0,0.0,1,0,0,0,1,10.909091,2066.666667,2550.0,-25.0,-25.0,25.0,0,0,0,0,12.4,6.169849,-1.54671,2550.0,1833.333333,0,1,3,-0.5,0.571429,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,5,1600,2000,1820.0,109.544512,400,19.371429,13.4,26.0,0.0,77.0,4.742857,239337.11,1228.571429,1000.0,2000.0,2150.0,365.528537,-0.727273,-358.333333,17.601111,2.131093,0.0,78.788889,3.407778,466481.07,1.770317,0.0,0.0,2,0,1,0,1,3.296703,1833.333333,2066.666667,-333.333333,-308.333333,358.333333,0,0,0,0,12.6,5.266807,-0.902802,2550.0,1820.0,0,1,5,0.666667,0.857143,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,6,1000,2000,1228.571429,298.408477,1000,20.057143,10.1,29.8,0.2,69.714286,3.071429,262498.62,1164.285714,700.0,1800.0,1906.666667,138.724347,-32.496075,-123.333333,18.986032,0.623519,0.0,76.955556,4.049841,520794.42,1.071111,0.2,27.744869,2,0,1,0,0,-6.104651,1820.0,1833.333333,235.0,568.333333,123.333333,0,0,0,0,19.7,6.271824,-3.0,2550.0,1228.571429,0,1,7,0.4,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,7,700,1800,1164.285714,339.992997,1100,22.533333,17.9,28.9,0.0,73.0,4.733333,89369.51,1133.333333,800.0,1500.0,1627.301587,345.374795,-5.232558,-302.380952,19.582857,0.411548,0.2,76.304762,4.018095,677949.43,2.950476,-0.2,-69.074959,2,0,1,0,1,9.815951,1228.571429,1820.0,-179.047619,-414.047619,302.380952,0,0,0,0,11.0,3.648688,-1.340619,2066.666667,1164.285714,0,1,7,0.0,0.714286,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,8,800,1500,1133.333333,251.661148,700,23.55,15.1,31.8,0.0,66.5,4.683333,230882.67,741.666667,600.0,900.0,1404.285714,361.451157,-2.658487,-327.857143,20.653968,1.663298,0.2,73.238095,4.18254,591205.24,2.896032,-0.2,-72.290231,2,0,1,0,0,-13.235294,1164.285714,1228.571429,-25.476191,153.571428,327.857143,0,0,0,0,16.7,3.250065,-0.749624,1833.333333,1133.333333,0,1,3,-0.571429,0.642857,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,9,600,900,741.666667,49.159604,300,24.2,15.1,32.9,0.0,65.6,5.42,195077.44,830.0,600.0,1000.0,1175.396825,48.581543,-34.558824,-47.619048,22.046825,1.796533,0.2,69.738095,4.162698,582750.8,2.153175,-0.2,-9.716309,3,0,1,0,1,2.889246,1133.333333,1164.285714,280.238095,305.714286,47.619048,0,0,0,0,17.8,4.037739,-3.0,1820.0,741.666667,0,1,6,1.0,0.785714,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,10,600,1000,830.0,97.467943,400,23.58,17.8,33.5,0.2,73.4,5.34,137838.99,980.0,800.0,1200.0,1013.095238,235.572949,11.910112,-211.309524,23.427778,0.840029,0.0,68.366667,4.945556,515329.62,0.152222,0.2,47.11459,3,0,1,0,0,-2.409639,741.666667,1133.333333,-163.690476,-443.928571,211.309524,0,0,0,0,15.7,4.267318,-0.777234,1228.571429,741.666667,0,0,5,-0.166667,0.714286,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,11,800,1200,980.0,109.544512,400,21.76,17.5,28.6,3.7,83.0,5.68,143323.52,1280.0,1000.0,1700.0,901.666667,205.433147,18.072289,-151.666667,23.776667,0.366924,0.2,68.5,5.147778,563799.1,-2.016667,3.5,719.016014,3,0,1,0,1,6.122449,830.0,741.666667,59.642857,223.333333,151.666667,0,0,1,0,11.1,8.715503,0.381308,1164.285714,741.666667,0,0,5,0.0,0.714286,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,12,1000,1700,1280.0,204.939015,700,25.557143,18.6,34.4,0.0,71.0,6.157143,294501.81,828.571429,700.0,1000.0,850.555556,120.488973,30.612245,119.166667,23.18,1.268227,3.9,74.0,5.48,476239.95,2.377143,-3.9,-469.906994,3,0,1,0,1,4.6875,980.0,830.0,270.833334,211.190477,119.166667,0,0,0,0,15.8,6.349803,3.0,1280.0,741.666667,1,0,5,0.0,0.857143,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,14,700,1000,828.571429,69.863813,300,28.314286,18.3,36.3,0.0,62.571429,5.185714,300803.54,935.714286,800.0,1200.0,1030.0,229.128785,-35.267857,225.0,23.632381,1.899113,3.9,75.8,5.725714,575664.32,4.681905,-3.9,-893.602261,4,0,1,0,0,-3.017241,1280.0,980.0,105.833333,-165.000001,225.0,1,0,0,0,18.0,10.266185,-0.879106,1280.0,741.666667,0,0,7,0.4,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,15,800,1200,935.714286,98.802352,400,27.716667,20.8,38.1,0.0,74.0,6.666667,249022.25,1100.0,1000.0,1200.0,1029.52381,229.752899,12.931034,-75.714286,25.210476,3.290866,3.7,72.190476,5.674286,738628.87,2.50619,-3.7,-850.085726,4,0,1,0,1,4.198473,828.571429,1280.0,-300.714286,-406.547619,75.714286,1,0,0,0,17.3,5.925272,-0.408306,1280.0,828.571429,0,0,7,0.0,0.928571,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,16,1000,1200,1100.0,0.0,200,25.866667,19.4,33.7,0.0,71.333333,4.466667,129600.0,1100.0,1000.0,1200.0,1014.761905,235.867194,17.557252,-172.142857,27.196032,1.450433,0.0,69.190476,6.003175,844327.6,-1.329365,0.0,0.0,4,0,1,0,0,0.0,935.714286,828.571429,-96.428571,204.285715,172.142857,0,0,0,0,14.3,5.979051,0.361382,1280.0,828.571429,0,0,6,-0.142857,0.642857,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,17,1000,1200,1100.0,0.0,200,27.675,21.7,35.0,0.0,72.25,5.975,170048.73,2150.0,2000.0,2400.0,954.761905,136.713116,0.0,135.714286,27.299206,1.276093,0.0,69.301587,5.439683,679425.79,0.375794,0.0,0.0,5,0,0,0,0,0.0,1100.0,935.714286,307.857143,404.285714,135.714286,0,0,0,0,13.3,1.354861,1.062357,1280.0,828.571429,0,0,3,-0.5,0.5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,18,2000,2400,2150.0,100.0,400,29.45,21.5,39.2,0.0,59.833333,6.75,260045.92,2333.333333,2000.0,3000.0,1045.238095,94.850401,95.454545,82.142857,27.086111,1.056275,0.0,72.527778,5.702778,548670.98,2.363889,0.0,0.0,5,0,0,0,0,-2.790698,1100.0,1100.0,-53.571429,-361.428572,82.142857,1,0,0,0,17.7,6.919344,3.0,2150.0,828.571429,1,0,4,0.333333,0.714286,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,19,2000,3000,2333.333333,287.518115,1000,26.157143,22.3,32.7,0.0,81.428571,5.671429,206091.28,2314.285714,2100.0,2600.0,1450.0,606.217783,8.527132,525.0,27.663889,1.791693,0.0,67.805556,5.730556,559694.65,-1.506746,0.0,0.0,5,0,0,0,1,2.938776,2150.0,1100.0,442.857143,496.428572,525.0,0,0,0,0,10.4,10.838005,1.457122,2333.333333,935.714286,1,0,6,0.5,0.928571,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,20,2100,2600,2314.285714,89.973541,500,27.275,21.8,32.8,0.3,79.0,4.8,150043.03,2225.0,2000.0,2500.0,1861.111111,665.485064,-0.816327,616.666667,27.760714,1.648101,0.0,71.170635,6.132143,636185.93,-0.485714,0.3,199.645519,5,0,0,0,0,-1.388889,2333.333333,2150.0,91.666667,-351.190476,616.666667,0,0,0,0,11.0,11.829436,0.680969,2333.333333,1100.0,1,0,7,0.166667,0.785714,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,21,2000,2500,2225.0,150.0,500,30.65,24.7,37.9,0.0,74.0,6.175,174953.32,3100.0,3000.0,3200.0,2265.873016,100.7999,-3.858025,82.142857,27.627381,1.674472,0.3,73.420635,5.740476,616180.23,3.022619,-0.3,-30.23997,5,0,0,0,0,-4.044944,2314.285714,2333.333333,-534.52381,-626.190477,82.142857,1,0,0,0,13.2,3.787735,-0.405487,2333.333333,1100.0,1,0,4,-0.428571,0.571429,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,22,3000,3200,3100.0,0.0,200,30.883333,25.3,37.9,0.3,77.666667,3.866667,210193.75,2300.0,2000.0,2500.0,2290.873016,57.837217,39.325843,-54.166667,28.027381,2.339017,0.3,78.142857,5.54881,531087.63,2.855952,0.0,0.0,6,1,0,0,0,0.0,2225.0,2314.285714,-136.309524,398.214286,54.166667,1,0,0,0,12.6,2.589151,3.0,3100.0,2150.0,1,0,4,0.0,0.714286,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,23,2000,2500,2300.0,154.919334,500,26.966667,24.5,31.1,3.3,89.166667,5.7,113545.72,2500.0,1900.0,2800.0,2546.428571,481.481027,-25.806452,392.857143,29.602778,2.019288,0.6,76.888889,4.947222,535190.1,-2.636111,2.7,1299.998774,6,1,0,0,1,1.490683,3100.0,2225.0,447.02381,583.333334,392.857143,0,0,1,0,6.6,7.913303,-0.511814,3100.0,2225.0,0,1,6,0.5,0.857143,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,24,1900,2800,2500.0,289.827535,900,26.5,23.6,33.3,104.5,93.0,4.4,61622.56,3980.0,2800.0,5000.0,2541.666667,484.982818,8.695652,37.5,29.5,2.197031,3.6,80.277778,5.247222,498692.79,-3.0,22.9,11106.106522,6,1,0,0,1,4.571429,2300.0,3100.0,-355.357143,-802.380953,37.5,0,0,1,0,9.7,7.97972,-0.085914,3100.0,2225.0,0,0,6,0.0,0.785714,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,25,2800,5000,3980.0,729.383301,2200,27.866667,25.8,30.8,7.3,91.333333,4.633333,42498.13,8166.666667,6000.0,11000.0,2633.333333,416.3332,59.2,-300.0,28.116667,2.407338,108.1,86.611111,4.655556,385362.03,-0.25,-19.2,-7993.597438,6,1,0,0,1,10.050251,2500.0,2300.0,-337.5,17.857143,300.0,0,0,1,0,5.0,1.922094,3.0,3980.0,2225.0,1,0,5,-0.166667,0.571429,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,26,6000,11000,8166.666667,2173.323108,5000,28.62,26.0,33.5,72.4,90.0,4.14,101142.84,12140.0,11000.0,13000.0,2926.666667,917.67823,105.19263,840.0,27.111111,0.694689,115.1,91.166667,4.911111,217666.41,1.508889,0.0,0.0,7,1,0,0,1,26.326531,3980.0,2500.0,1140.0,1477.5,840.0,0,0,1,0,7.5,1.503083,3.0,8166.666667,2300.0,1,0,3,-0.4,0.571429,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,27,11000,13000,12140.0,568.33089,2000,28.666667,26.3,33.3,123.6,90.0,4.616667,74637.35,11916.666667,10500.0,13000.0,4882.222222,2939.095351,48.653061,2833.333333,27.662222,1.074685,184.2,91.444444,4.391111,205263.53,1.004444,0.0,0.0,7,1,0,0,1,1.729819,8166.666667,3980.0,1993.333333,853.333333,2833.333333,0,0,1,0,7.0,0.7698,2.469392,12140.0,2300.0,1,0,5,0.666667,0.785714,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,28,10500,13000,11916.666667,664.580068,2500,30.933333,26.7,36.4,1.0,80.666667,4.033333,224340.63,10416.666667,9000.0,11500.0,8095.555556,4080.464752,-1.839649,4080.0,28.384444,0.449015,203.3,90.444444,4.463333,218278.32,2.548889,-25.5,-37586.082031,7,1,0,0,0,-2.757243,12140.0,8166.666667,1246.666667,-746.666666,4080.0,1,0,1,0,9.7,5.388603,0.93644,12140.0,2500.0,1,0,6,0.2,0.857143,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,29,9000,11500,10416.666667,491.59604,2500,29.94,27.3,34.4,0.0,85.2,2.48,119157.06,11040.0,10000.0,12000.0,10741.111111,2232.328962,-12.587413,1875.0,29.406667,1.322338,197.0,86.888889,4.263333,400120.82,0.533333,-26.5,-39060.046032,7,1,0,0,0,-1.508571,11916.666667,12140.0,-2205.0,-3451.666667,1875.0,0,0,0,0,7.1,4.667302,-0.145339,12140.0,3980.0,0,0,6,0.0,0.785714,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,30,10000,12000,11040.0,364.691651,2000,30.257143,27.0,36.7,1.2,84.285714,5.157143,166973.15,10942.857143,10000.0,12000.0,11491.111111,937.172659,5.984,-861.666667,29.846667,1.136212,124.6,85.288889,3.71,418135.04,0.410476,-25.3,-23710.46827,7,1,0,0,1,1.086957,10416.666667,11916.666667,-2736.666667,-531.666667,861.666667,1,0,1,0,9.7,2.397378,-0.481353,12140.0,8166.666667,0,0,5,-0.166667,0.857143,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,31,10000,12000,10942.857143,386.683087,2000,28.833333,26.8,32.7,1.0,89.166667,4.866667,63133.98,10550.0,9000.0,12000.0,11124.444444,753.556997,-0.879917,-438.333333,30.376825,0.507366,2.2,83.384127,3.890159,510470.84,-1.543492,-1.2,-904.268397,8,1,0,0,1,0.22846,11040.0,10416.666667,423.333334,3160.000001,438.333333,0,0,1,0,5.9,2.594676,-0.240974,12140.0,10416.666667,0,0,7,0.4,0.928571,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,32,9000,12000,10550.0,893.867999,3000,30.066667,26.2,35.6,0.0,83.666667,3.716667,180754.52,9616.666667,6500.0,12500.0,10799.84127,335.374814,-3.590078,263.095238,29.676825,0.747499,2.2,86.21746,4.167937,349264.19,0.389841,-2.2,-737.824591,8,1,0,0,1,0.893703,10942.857143,11040.0,701.428571,278.095237,263.095238,1,0,0,0,9.4,3.012665,-0.744961,11916.666667,10416.666667,0,1,6,-0.142857,0.857143,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,33,6500,12500,9616.666667,2694.005692,6000,27.65,26.0,31.4,39.7,92.666667,5.833333,41246.1,7150.0,5800.0,8000.0,10844.285714,259.446035,-8.846761,-245.0,29.719048,0.772941,2.2,85.706349,4.580159,410861.65,-2.069048,24.3,6304.538642,8,1,0,0,0,-13.518198,10550.0,10942.857143,-508.095238,-1209.523809,245.0,0,0,1,0,5.4,4.536886,-3.0,11040.0,9616.666667,0,1,6,0.0,0.857143,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
